model,mode,video_id,title,topic,subtopic,query_source,pool_scope,candidate_pool_size,top5,top5_with_scores,gold_keywords,vlm_order,ndcg_at_5,weighted_precision_at_5
bert,summary_shortlist_fusion,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,summary_shortlist+late_fusion,summary_shortlist:53,53,"Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",1. Trigonometric rules (0.833); 2. Exponential rule (0.814); 3. Logarithmic rule (0.751); 4. Tangent line (0.744); 5. Slope (0.695),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
bert,summary_shortlist_fusion,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,summary_shortlist+late_fusion,summary_shortlist:53,53,"Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.785); 3. Power rule (0.754); 4. Sum/Difference rule (0.738); 5. Leibniz notation (0.638),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
word2vec,current,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary,full_pool,116,"Powers of i, Nth root, Powers of complex numbers, Imaginary part, Operations with complex numbers",1. Powers of i (1.000); 2. Nth root (0.829); 3. Powers of complex numbers (0.822); 4. Imaginary part (0.811); 5. Operations with complex numbers (0.808),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.7486,0.6
word2vec,current,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary,full_pool,116,"Operations with complex numbers, Argand diagram, Imaginary part, Conjugate number, Real part",1. Operations with complex numbers (0.945); 2. Argand diagram (0.806); 3. Imaginary part (0.803); 4. Conjugate number (0.779); 5. Real part (0.765),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9287,0.9333
word2vec,current,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary,full_pool,116,"Operations with complex numbers, Imaginary part, Real part, Complex plane, Powers of i",1. Operations with complex numbers (0.969); 2. Imaginary part (0.876); 3. Real part (0.815); 4. Complex plane (0.810); 5. Powers of i (0.743),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7302,0.8
word2vec,current,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary,full_pool,116,"Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.796); 3. Imaginary part (0.753); 4. Real part (0.738); 5. Rectangular form (Standard form) (0.679),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec,current,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary,full_pool,116,"Equations involving complex numbers, Modulus of a complex number, Algebraic form, Argand diagram, Regions in the complex plane",1. Equations involving complex numbers (1.000); 2. Modulus of a complex number (0.946); 3. Algebraic form (0.942); 4. Argand diagram (0.934); 5. Regions in the complex plane (0.853),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9435,0.9333
word2vec,current,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (0.999); 2. Critical point (0.801); 3. Local maximum (0.797); 4. Local minimum (0.768); 5. Concavity (0.516),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec,current,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary,full_pool,116,"Lagrange multipliers, Constrained optimization, Optimization, Maximum, Minimum",1. Lagrange multipliers (0.946); 2. Constrained optimization (0.888); 3. Optimization (0.826); 4. Maximum (0.783); 5. Minimum (0.752),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
word2vec,current,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Saddle point",1. Second derivative test (0.935); 2. Critical point (0.881); 3. Local maximum (0.874); 4. Local minimum (0.851); 5. Saddle point (0.758),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec,current,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary,full_pool,116,"Constrained optimization, Optimization, Feasible set, Lagrange multipliers, Maximum",1. Constrained optimization (0.988); 2. Optimization (0.912); 3. Feasible set (0.813); 4. Lagrange multipliers (0.768); 5. Maximum (0.737),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
word2vec,current,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary,full_pool,116,"KKT conditions, Constrained optimization, Optimal solution, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Constrained optimization (0.925); 3. Optimal solution (0.894); 4. Optimization (0.856); 5. Lagrange multipliers (0.775),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec,current,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.960); 2. Chain rule (0.918); 3. Power rule (0.860); 4. Trigonometric rules (0.850); 5. Trigonometric functions (0.822),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
word2vec,current,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary,full_pool,116,"Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1. Chain rule (0.886); 2. Trigonometric rules (0.866); 3. Product rule (0.848); 4. Trigonometric functions (0.817); 5. Power rule (0.807),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
word2vec,current,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary,full_pool,116,"Derivative definition, Trigonometric rules, Constant rule, Chain rule, Power rule",1. Derivative definition (0.934); 2. Trigonometric rules (0.880); 3. Constant rule (0.842); 4. Chain rule (0.817); 5. Power rule (0.764),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7373,0.7333
word2vec,current,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary,full_pool,116,"Exponential rule, Trigonometric rules, Logarithmic rule, Tangent line, Slope",1. Exponential rule (0.878); 2. Trigonometric rules (0.727); 3. Logarithmic rule (0.710); 4. Tangent line (0.683); 5. Slope (0.642),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec,current,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary,full_pool,116,"Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.895); 3. Power rule (0.875); 4. Sum/Difference rule (0.816); 5. Leibniz notation (0.680),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
word2vec,scene_only,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title_only,full_pool,116,"Powers of i, Imaginary part, Powers of complex numbers, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Imaginary part (0.921); 3. Powers of complex numbers (0.795); 4. Operations with complex numbers (0.747); 5. Nth root (0.692),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
word2vec,scene_only,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title_only,full_pool,116,"Operations with complex numbers, Conjugate number, Imaginary part, Argand diagram, Real part",1. Operations with complex numbers (0.721); 2. Conjugate number (0.685); 3. Imaginary part (0.641); 4. Argand diagram (0.597); 5. Real part (0.569),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9513,0.9333
word2vec,scene_only,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Operations with complex numbers, Complex plane, Imaginary part, Real part, Powers of i",1. Operations with complex numbers (0.864); 2. Complex plane (0.857); 3. Imaginary part (0.779); 4. Real part (0.636); 5. Powers of i (0.631),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7302,0.8
word2vec,scene_only,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.839); 3. Imaginary part (0.618); 4. Real part (0.602); 5. Rectangular form (Standard form) (0.576),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec,scene_only,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Equations involving complex numbers, Modulus of a complex number, Algebraic form, Regions in the complex plane, Argand diagram",1. Equations involving complex numbers (0.982); 2. Modulus of a complex number (0.863); 3. Algebraic form (0.834); 4. Regions in the complex plane (0.769); 5. Argand diagram (0.759),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9435,0.9333
word2vec,scene_only,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title_only,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (1.000); 2. Critical point (0.737); 3. Local maximum (0.693); 4. Local minimum (0.659); 5. Concavity (0.516),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec,scene_only,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title_only,full_pool,116,"Lagrange multipliers, Optimization, Maximum, Constrained optimization, Minimum",1. Lagrange multipliers (1.000); 2. Optimization (0.705); 3. Maximum (0.684); 4. Constrained optimization (0.658); 5. Minimum (0.620),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",0.9914,0.8667
word2vec,scene_only,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title_only,full_pool,116,"Local maximum, Local minimum, Critical point, Second derivative test, Saddle point",1. Local maximum (1.000); 2. Local minimum (0.964); 3. Critical point (0.778); 4. Second derivative test (0.741); 5. Saddle point (0.663),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec,scene_only,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title_only,full_pool,116,"Constrained optimization, Optimization, Feasible set, Maximum, Lagrange multipliers",1. Constrained optimization (1.000); 2. Optimization (0.942); 3. Feasible set (0.688); 4. Maximum (0.645); 5. Lagrange multipliers (0.630),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
word2vec,scene_only,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title_only,full_pool,116,"KKT conditions, Optimization, Constrained optimization, Optimal solution, Lagrange multipliers",1. KKT conditions (0.983); 2. Optimization (0.768); 3. Constrained optimization (0.768); 4. Optimal solution (0.700); 5. Lagrange multipliers (0.678),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec,scene_only,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title_only,full_pool,116,"Product rule, Chain rule, Trigonometric rules, Power rule, Trigonometric functions",1. Product rule (0.982); 2. Chain rule (0.910); 3. Trigonometric rules (0.748); 4. Power rule (0.733); 5. Trigonometric functions (0.590),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7312,0.6
word2vec,scene_only,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title_only,full_pool,116,"Trigonometric functions, Chain rule, Product rule, Power rule, Trigonometric rules",1. Trigonometric functions (0.780); 2. Chain rule (0.743); 3. Product rule (0.729); 4. Power rule (0.606); 5. Trigonometric rules (0.580),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",0.9948,0.9333
word2vec,scene_only,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title_only,full_pool,116,"Derivative definition, Constant rule, Chain rule, Power rule, Trigonometric rules",1. Derivative definition (0.889); 2. Constant rule (0.709); 3. Chain rule (0.703); 4. Power rule (0.689); 5. Trigonometric rules (0.654),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.8123,0.7333
word2vec,scene_only,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title_only,full_pool,116,"Exponential rule, Trigonometric rules, Logarithmic rule, Slope, Tangent line",1. Exponential rule (0.765); 2. Trigonometric rules (0.701); 3. Logarithmic rule (0.617); 4. Slope (0.612); 5. Tangent line (0.559),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec,scene_only,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title_only,full_pool,116,"Quotient rule, Sum/Difference rule, Power rule, Constant rule, Leibniz notation",1. Quotient rule (1.000); 2. Sum/Difference rule (0.769); 3. Power rule (0.743); 4. Constant rule (0.739); 5. Leibniz notation (0.611),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.7036,0.5333
word2vec,summary_late_fusion,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary_late_fusion,full_pool,116,"Powers of i, Imaginary part, Powers of complex numbers, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Imaginary part (0.886); 3. Powers of complex numbers (0.804); 4. Operations with complex numbers (0.767); 5. Nth root (0.736),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
word2vec,summary_late_fusion,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary_late_fusion,full_pool,116,"Operations with complex numbers, Conjugate number, Imaginary part, Argand diagram, Real part",1. Operations with complex numbers (0.817); 2. Conjugate number (0.735); 3. Imaginary part (0.703); 4. Argand diagram (0.671); 5. Real part (0.632),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9513,0.9333
word2vec,summary_late_fusion,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Operations with complex numbers, Complex plane, Imaginary part, Real part, Powers of i",1. Operations with complex numbers (0.944); 2. Complex plane (0.885); 3. Imaginary part (0.843); 4. Real part (0.714); 5. Powers of i (0.684),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7302,0.8
word2vec,summary_late_fusion,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.824); 3. Imaginary part (0.662); 4. Real part (0.647); 5. Rectangular form (Standard form) (0.609),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec,summary_late_fusion,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Equations involving complex numbers, Modulus of a complex number, Algebraic form, Argand diagram, Regions in the complex plane",1. Equations involving complex numbers (1.000); 2. Modulus of a complex number (0.898); 3. Algebraic form (0.876); 4. Argand diagram (0.819); 5. Regions in the complex plane (0.801),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9435,0.9333
word2vec,summary_late_fusion,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_late_fusion,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (1.000); 2. Critical point (0.758); 3. Local maximum (0.727); 4. Local minimum (0.694); 5. Concavity (0.516),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec,summary_late_fusion,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"Lagrange multipliers, Optimization, Constrained optimization, Maximum, Minimum",1. Lagrange multipliers (1.000); 2. Optimization (0.743); 3. Constrained optimization (0.724); 4. Maximum (0.715); 5. Minimum (0.657),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
word2vec,summary_late_fusion,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_late_fusion,full_pool,116,"Local maximum, Local minimum, Critical point, Second derivative test, Saddle point",1. Local maximum (1.000); 2. Local minimum (0.965); 3. Critical point (0.832); 4. Second derivative test (0.820); 5. Saddle point (0.704),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec,summary_late_fusion,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"Constrained optimization, Optimization, Feasible set, Maximum, Lagrange multipliers",1. Constrained optimization (1.000); 2. Optimization (0.936); 3. Feasible set (0.726); 4. Maximum (0.673); 5. Lagrange multipliers (0.671),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
word2vec,summary_late_fusion,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"KKT conditions, Constrained optimization, Optimization, Optimal solution, Lagrange multipliers",1. KKT conditions (0.983); 2. Constrained optimization (0.813); 3. Optimization (0.792); 4. Optimal solution (0.755); 5. Lagrange multipliers (0.704),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec,summary_late_fusion,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary_late_fusion,full_pool,116,"Product rule, Chain rule, Trigonometric rules, Power rule, Trigonometric functions",1. Product rule (0.991); 2. Chain rule (0.926); 3. Trigonometric rules (0.787); 4. Power rule (0.778); 5. Trigonometric functions (0.663),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7312,0.6
word2vec,summary_late_fusion,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary_late_fusion,full_pool,116,"Trigonometric functions, Chain rule, Product rule, Power rule, Trigonometric rules",1. Trigonometric functions (0.808); 2. Chain rule (0.798); 3. Product rule (0.778); 4. Power rule (0.672); 5. Trigonometric rules (0.668),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",0.9948,0.9333
word2vec,summary_late_fusion,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary_late_fusion,full_pool,116,"Derivative definition, Constant rule, Chain rule, Trigonometric rules, Power rule",1. Derivative definition (0.911); 2. Constant rule (0.754); 3. Chain rule (0.741); 4. Trigonometric rules (0.726); 5. Power rule (0.716),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7974,0.7333
word2vec,summary_late_fusion,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary_late_fusion,full_pool,116,"Exponential rule, Trigonometric rules, Logarithmic rule, Slope, Tangent line",1. Exponential rule (0.812); 2. Trigonometric rules (0.717); 3. Logarithmic rule (0.650); 4. Slope (0.626); 5. Tangent line (0.600),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec,summary_late_fusion,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary_late_fusion,full_pool,116,"Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.793); 3. Power rule (0.789); 4. Sum/Difference rule (0.786); 5. Leibniz notation (0.636),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
word2vec,summary_shortlist,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary_in_summary_shortlist,summary_shortlist:40,40,"Powers of i, Nth root, Powers of complex numbers, Imaginary part, Operations with complex numbers",1. Powers of i (1.000); 2. Nth root (0.808); 3. Powers of complex numbers (0.795); 4. Imaginary part (0.784); 5. Operations with complex numbers (0.782),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.7486,0.6
